,Auction House,Value Sold,Number Sold,name_raw,,sold
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
